FORMULA,LABEL,UNITS,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,200201,200202,200203,200204,200205,200206,200207,200208,200209,200210,200211,200212,200301,200302,200303,200304,200305,200306,200307,200308,200309,200310,200311,200312,200401,200402,200403,200404,200405,200406,200407,200408,200409,200410,200411,200412,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712
COPR_NI,Nigeria,million barrels per day,1.98,2.01,1.95,2.01,1.97,2.04,2.03,2.05,2.00,2.09,2.06,2.02,2.11,2.15,2.27,2.13,2.12,2.10,2.05,1.90,1.90,1.85,1.95,2.00,1.97,1.90,2.05,2.05,2.08,2.04,2.02,2.03,2.04,2.06,2.05,1.94,1.91,1.96,1.98,2.04,2.01,2.04,2.08,2.06,2.01,2.11,2.16,2.17,2.15,2.12,2.15,2.07,2.00,2.06,2.00,2.07,2.22,2.21,2.21,2.15,2.00,1.95,1.97,1.98,1.92,1.91,1.90,1.95,1.99,1.99,2.00,2.05,2.18,2.24,1.90,1.83,2.03,2.13,2.17,2.18,2.24,2.24,2.29,2.34,2.17,2.17,2.17,2.17,2.17,2.21,2.21,2.12,2.12,2.12,2.12,2.03,2.25,2.30,2.40,2.45,2.50,2.50,2.50,2.40,2.45,2.50,2.50,2.50,2.35,2.20,2.15,2.15,2.15,2.25,2.15,2.20,2.20,2.30,2.25,2.25,2.13,2.16,2.04,2.17,2.01,2.00,2.15,2.15,2.15,2.10,2.17,2.20,2.00,1.87,2.10,1.90,1.88,1.91,1.89,1.99,1.98,1.96,1.95,1.85,1.92,1.84,1.70,1.79,1.77,1.61,1.59,1.72,1.83,1.88,1.96,2.04,2.07,2.01,2.02,1.95,1.90,2.00,2.00,2.10,2.14,2.17,2.10,2.08,2.18,2.17,2.05,2.10,2.17,2.17,2.17,2.20,2.20,2.00,2.10,2.00,2.10,2.15,2.10,2.20,2.15,2.15,2.15,2.20,2.05,1.95,1.90,2.10,2.00,1.90,2.00,1.98,2.00,1.85,1.98,1.95,2.00,1.95,1.85,1.93,2.05,2.00,1.95,2.00,1.90,2.00,2.05,2.10,2.05,1.90,2.02,2.02,2.02,2.02,1.95,2.00,1.73,1.77,1.82,1.88,1.88,1.93,1.93,1.85,1.82,1.78,1.70,1.68,1.43,1.56,1.46,1.50,1.53,1.57,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00
COPR_QA,Qatar,million barrels per day,0.46,0.46,0.46,0.46,0.48,0.55,0.55,0.55,0.55,0.55,0.56,0.56,0.68,0.70,0.70,0.67,0.67,0.67,0.65,0.64,0.63,0.64,0.64,0.65,0.63,0.63,0.71,0.64,0.62,0.59,0.62,0.62,0.62,0.62,0.62,0.63,0.66,0.67,0.67,0.68,0.70,0.70,0.72,0.72,0.72,0.72,0.73,0.73,0.74,0.70,0.70,0.68,0.69,0.70,0.70,0.69,0.65,0.65,0.63,0.62,0.59,0.59,0.60,0.62,0.64,0.63,0.64,0.65,0.66,0.69,0.69,0.72,0.68,0.70,0.70,0.70,0.70,0.65,0.65,0.65,0.65,0.65,0.70,0.70,0.72,0.73,0.73,0.73,0.73,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.85,0.85,0.85,0.81,0.80,0.80,0.79,0.79,0.79,0.79,0.80,0.83,0.83,0.83,0.83,0.84,0.84,0.84,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.84,0.80,0.80,0.78,0.85,0.82,0.82,0.82,0.82,0.82,0.85,0.85,0.85,0.85,0.85,0.83,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.75,0.74,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.69,0.69,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.64,0.66,0.68,0.68,0.68,0.68,0.68,0.68,0.66,0.68,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00
COPR_SA,Saudi Arabia,million barrels per day,8.07,8.21,8.32,8.37,8.35,8.34,8.36,8.46,8.46,8.46,8.41,8.52,8.77,8.76,8.46,8.59,8.63,8.32,8.28,8.22,8.17,8.22,8.17,8.11,8.06,8.16,8.22,7.66,7.66,7.61,7.61,7.71,7.73,7.84,7.86,7.86,7.86,7.87,7.87,8.10,8.20,8.25,8.39,8.82,8.97,8.80,8.90,8.80,8.70,8.32,8.30,7.95,8.00,8.05,8.25,8.07,7.80,7.67,7.67,7.60,7.30,7.21,7.31,7.46,7.45,7.50,7.70,7.73,7.88,7.90,8.10,8.05,8.50,8.80,9.38,9.52,9.32,8.63,8.54,8.54,8.48,8.58,8.43,8.59,8.70,8.70,8.40,8.40,8.50,9.50,9.50,9.50,9.50,9.50,9.50,9.50,9.50,9.50,9.50,9.60,9.60,9.60,9.60,9.60,9.60,9.50,9.50,9.50,9.40,9.50,9.35,9.35,9.20,9.10,9.30,9.30,9.00,8.80,8.80,8.75,8.75,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.80,8.80,9.00,9.10,9.20,9.20,9.20,9.10,9.40,9.45,9.70,9.60,9.40,9.40,8.95,8.50,8.10,8.05,8.05,8.05,8.05,8.30,8.50,8.40,8.30,8.30,8.30,8.20,8.20,8.40,8.50,8.70,8.70,9.20,9.30,9.30,9.30,8.80,9.00,8.90,9.10,9.10,8.90,8.90,8.90,9.60,9.80,9.90,9.70,9.50,9.80,9.80,9.80,10.00,9.99,9.89,9.69,9.98,9.97,9.97,9.76,9.76,9.50,9.20,9.10,9.10,9.10,9.40,9.60,9.80,10.00,10.20,10.10,9.80,9.80,9.80,9.90,9.85,9.65,9.65,9.65,9.65,9.80,9.70,9.60,9.70,9.60,9.60,9.60,9.70,9.90,9.90,10.10,10.20,10.25,10.25,10.15,10.10,10.00,9.89,9.97,9.95,10.00,10.20,10.30,10.50,10.63,10.60,10.54,10.51,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00
COPR_TC,United Arab Emirates,million barrels per day,2.22,2.25,2.28,2.28,2.13,2.25,2.25,2.25,2.25,2.25,2.23,2.23,2.35,2.35,2.40,2.34,2.25,2.22,2.20,2.22,2.22,2.21,2.21,2.21,2.16,2.25,2.15,2.10,2.05,2.03,2.05,2.06,2.06,2.06,2.02,2.07,2.17,2.17,2.22,2.30,2.30,2.20,2.24,2.30,2.31,2.33,2.33,2.34,2.28,2.22,2.26,2.18,2.12,2.11,2.09,2.08,2.00,1.97,1.97,1.97,1.96,1.95,1.96,1.97,1.96,1.96,1.98,1.99,2.00,2.01,2.00,2.04,2.10,2.15,2.35,2.35,2.30,2.25,2.25,2.24,2.20,2.23,2.25,2.30,2.30,2.32,2.27,2.12,2.18,2.41,2.43,2.50,2.50,2.50,2.50,2.50,2.40,2.40,2.45,2.50,2.30,2.30,2.40,2.45,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.60,2.60,2.60,2.60,2.50,2.50,2.50,2.46,2.50,2.50,2.50,2.50,2.50,2.55,2.60,2.60,2.15,2.55,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.55,2.45,2.45,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.40,2.40,2.50,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.60,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.63,2.48,2.48,2.55,2.70,2.72,2.72,2.73,2.75,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00
COPR_VE,Venezuela,million barrels per day,3.12,3.12,3.13,3.15,3.17,3.19,3.20,3.31,3.35,3.35,3.38,3.41,3.40,3.37,3.37,3.20,3.20,3.17,3.03,2.95,2.90,2.95,3.00,3.00,2.97,2.95,2.91,2.75,2.73,2.71,2.71,2.71,2.71,2.71,2.73,2.73,2.94,3.00,3.00,3.05,3.09,3.11,3.13,3.14,3.14,3.21,3.21,3.25,3.19,3.12,3.09,3.00,2.97,2.98,2.97,2.96,2.79,2.82,2.81,2.82,2.58,2.55,2.57,2.48,2.68,2.69,2.69,2.71,2.90,2.93,2.92,1.00,0.62,1.43,2.35,2.52,2.63,2.60,2.60,2.60,2.60,2.60,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.60,2.50,2.60,2.60,2.60,2.60,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.40,2.45,2.45,2.45,2.45,2.45,2.34,2.34,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.30,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.30,2.30,2.30,2.30,2.20,2.18,2.12,2.11,2.10,2.09,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00
COPR_OPEC,OPEC Total,million barrels per day,27.66,27.93,28.12,28.34,28.10,27.68,27.69,28.83,28.81,28.96,28.78,28.41,29.52,29.98,29.96,29.86,29.79,29.25,29.05,28.84,28.92,28.83,29.09,28.83,28.91,29.42,29.22,27.97,27.91,27.34,27.89,28.13,28.16,28.23,27.69,26.83,27.92,28.57,28.50,29.43,30.01,29.60,29.90,30.88,30.87,31.12,31.06,29.60,29.86,29.42,30.07,29.34,29.11,27.64,28.82,29.29,28.44,28.37,28.26,27.33,26.79,26.79,27.02,25.82,26.69,26.40,26.98,26.83,27.66,28.44,28.51,26.72,27.11,28.43,29.02,28.20,28.34,27.60,27.73,28.20,28.61,29.18,29.21,29.88,30.10,30.05,29.92,29.89,29.70,30.86,31.26,31.07,31.59,31.62,31.10,31.31,31.55,31.67,31.86,31.96,31.85,31.98,32.22,32.18,32.57,32.20,32.15,32.07,31.75,31.79,31.62,31.64,31.33,31.55,31.89,32.04,31.69,31.43,31.03,30.95,30.60,30.66,30.71,30.93,30.81,30.69,30.98,30.95,31.58,31.74,31.60,32.27,32.28,32.38,32.59,32.30,32.65,32.72,33.07,32.88,32.57,32.56,31.81,31.17,30.16,30.09,29.95,30.08,30.10,30.19,30.43,30.53,30.54,30.59,30.62,30.59,30.55,30.75,30.78,30.89,30.83,31.44,31.41,31.45,31.43,30.92,31.08,31.09,31.69,31.28,30.12,30.17,30.23,30.87,31.12,31.25,31.31,31.01,31.81,31.85,32.04,32.38,32.41,32.63,32.21,32.31,32.20,32.45,32.11,31.73,31.53,31.24,31.09,30.92,31.07,31.53,31.66,31.42,31.54,31.45,30.76,30.74,30.23,30.41,31.02,31.16,30.62,30.68,30.56,30.63,30.96,31.12,31.48,31.49,31.03,31.19,30.87,30.85,31.44,31.64,31.52,32.07,32.23,32.15,32.21,32.07,32.07,31.83,31.85,31.73,31.71,32.22,32.20,32.83,32.84,32.84,32.85,33.12,33.11,33.14,32.97,33.02,32.94,33.04,33.25,33.37,33.47,33.46,33.40,33.49,33.41,33.26
OPEC_NC,Other Liquids,million barrels per day,2.88,2.89,2.90,2.91,2.91,2.90,2.90,2.92,2.92,2.92,2.91,2.92,3.06,3.06,3.06,3.04,3.04,3.01,3.01,3.00,3.00,3.00,3.00,2.99,3.10,3.10,3.11,3.05,3.05,3.05,3.06,3.08,3.08,3.08,3.08,3.08,3.14,3.14,3.14,3.17,3.18,3.19,3.20,3.25,3.27,3.26,3.26,3.25,3.52,3.48,3.46,3.42,3.42,3.43,3.46,3.46,3.41,3.39,3.39,3.39,3.51,3.51,3.51,3.54,3.54,3.54,3.57,3.58,3.58,3.61,3.61,3.31,3.28,3.37,3.42,3.56,3.50,3.57,3.68,3.74,3.79,3.91,3.94,3.99,4.23,4.23,4.19,4.15,4.16,4.27,4.32,4.34,4.34,4.35,4.37,4.38,4.62,4.64,4.61,4.67,4.68,4.70,4.74,4.76,4.76,4.74,4.74,4.75,4.67,4.67,4.68,4.69,4.69,4.76,4.81,4.85,4.84,4.88,4.89,4.90,5.09,4.97,4.96,4.97,4.97,4.97,5.00,5.00,5.00,5.03,4.95,5.02,5.22,5.23,5.24,5.24,5.20,5.25,5.30,5.31,5.31,5.32,5.34,5.36,5.38,5.44,5.50,5.64,5.68,5.71,5.82,5.83,5.78,5.82,5.83,5.84,5.82,5.83,5.85,5.85,5.87,5.88,6.03,6.04,6.05,6.06,6.07,6.08,6.27,6.27,6.12,6.16,6.17,6.17,6.15,6.17,6.17,6.19,6.22,6.23,6.47,6.49,6.48,6.53,6.53,6.52,6.55,6.55,6.56,6.44,6.57,6.59,6.48,6.52,6.55,6.51,6.47,6.45,6.49,6.47,6.42,6.49,6.50,6.49,6.43,6.45,6.47,6.44,6.45,6.39,6.39,6.44,6.49,6.53,6.51,6.51,6.53,6.53,6.54,6.55,6.56,6.56,6.57,6.57,6.57,6.57,6.58,6.58,6.61,6.61,6.61,6.61,6.61,6.78,6.84,6.82,6.81,6.82,6.84,6.87,6.91,6.93,6.94,6.95,6.97,6.93,6.96,6.98,7.01,7.02,7.03,7.05
PAPR_OPEC,Total OPEC Supply,million barrels per day,30.54,30.82,31.02,31.25,31.01,30.58,30.59,31.74,31.73,31.88,31.69,31.33,32.57,33.04,33.02,32.90,32.83,32.26,32.06,31.84,31.92,31.83,32.09,31.82,32.00,32.51,32.34,31.02,30.96,30.40,30.95,31.21,31.23,31.32,30.77,29.91,31.06,31.70,31.64,32.60,33.19,32.79,33.11,34.13,34.15,34.38,34.32,32.85,33.38,32.90,33.53,32.76,32.53,31.07,32.28,32.75,31.85,31.77,31.66,30.72,30.31,30.30,30.53,29.36,30.23,29.94,30.54,30.41,31.24,32.05,32.12,30.03,30.39,31.80,32.43,31.76,31.84,31.17,31.40,31.94,32.39,33.08,33.15,33.87,34.32,34.28,34.11,34.04,33.86,35.13,35.59,35.41,35.93,35.97,35.47,35.69,36.17,36.31,36.47,36.63,36.53,36.68,36.96,36.94,37.33,36.94,36.89,36.82,36.41,36.47,36.31,36.33,36.01,36.31,36.70,36.89,36.53,36.31,35.92,35.85,35.69,35.62,35.67,35.90,35.77,35.66,35.98,35.94,36.58,36.76,36.56,37.29,37.50,37.61,37.82,37.54,37.85,37.97,38.37,38.19,37.87,37.88,37.15,36.52,35.54,35.52,35.45,35.72,35.78,35.90,36.25,36.37,36.33,36.41,36.45,36.44,36.37,36.58,36.63,36.75,36.70,37.32,37.45,37.49,37.48,36.98,37.15,37.17,37.96,37.55,36.24,36.33,36.40,37.04,37.27,37.42,37.48,37.20,38.03,38.09,38.50,38.87,38.89,39.16,38.74,38.83,38.75,39.00,38.67,38.17,38.10,37.83,37.56,37.44,37.61,38.04,38.13,37.87,38.03,37.92,37.18,37.23,36.73,36.90,37.45,37.60,37.09,37.12,37.01,37.02,37.35,37.57,37.97,38.02,37.54,37.69,37.39,37.38,37.98,38.19,38.08,38.63,38.80,38.71,38.78,38.64,38.65,38.41,38.46,38.34,38.32,38.83,38.81,39.61,39.68,39.66,39.65,39.94,39.95,40.01,39.89,39.95,39.88,39.99,40.22,40.31,40.42,40.44,40.40,40.51,40.44,40.31
,Crude Oil Production Capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPC_OPEC_R06,OPEC Africa,million barrels per day,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,99999999999.00,5.78,5.82,5.51,5.61,5.83,5.93,5.96,5.98,6.04,6.04,6.09,6.22,6.28,6.28,6.28,6.27,6.27,6.39,6.46,6.39,6.41,6.44,6.52,6.42,6.54,6.60,6.75,6.81,6.89,6.91,6.95,7.03,7.11,7.11,7.15,7.16,7.01,6.86,6.83,6.84,6.73,6.79,6.86,6.92,6.93,6.96,6.95,6.97,6.98,7.02,6.95,7.11,6.97,6.95,7.12,7.17,7.21,7.28,7.41,7.49,7.31,7.19,7.40,7.21,7.17,7.20,7.15,7.10,7.13,7.22,7.17,7.07,6.99,6.84,6.69,6.79,6.77,6.60,6.55,6.74,6.85,6.94,7.02,7.09,7.18,7.14,7.17,7.07,7.00,7.06,7.05,7.07,7.01,7.04,6.97,6.95,7.05,6.73,5.57,5.42,5.44,5.39,5.43,5.41,5.57,5.57,6.02,6.12,6.40,6.70,6.65,6.90,6.80,6.75,6.70,6.90,6.70,6.58,6.46,6.58,6.52,6.42,6.57,6.62,6.64,6.18,6.10,5.64,5.50,5.63,5.12,5.33,5.53,5.42,5.18,5.26,5.12,5.21,5.50,5.75,5.96,6.00,5.75,5.57,5.51,5.45,5.44,5.58,5.21,5.30,5.37,5.40,5.34,5.41,5.42,5.33,5.24,5.17,5.06,5.04,4.78,4.93,4.84,4.83,4.87,5.09,5.29,5.35,5.34,5.39,5.41,5.40,5.41,5.41,5.40,5.41,5.42,5.49,5.50,5.50
